АВС/ DEF;От;До;Емкость;Оператор;Регион
901;9350000;9359999;10000;ООО "Т2 Мобайл";Магаданская обл.
901;9370000;9379999;10000;ООО "Т2 Мобайл";Сахалинская обл.
901;9380000;9389999;10000;ООО "Т2 Мобайл";Приморский край
901;9400000;9409999;10000;ООО "Т2 Мобайл";Самарская обл.
901;9410000;9419999;10000;ООО "Т2 Мобайл";Волгоградская обл.
901;9420000;9439999;20000;ООО "Т2 Мобайл";Самарская обл.
901;9440000;9449999;10000;ООО "Т2 Мобайл";Астраханская обл.
901;9450000;9469999;20000;ОАО "МТТ";Челябинская обл.
901;9470000;9479999;10000;ООО "Т2 Мобайл";Ульяновская обл.
901;9490000;9509999;20000;ООО "Т2 Мобайл";Свердловская обл.
901;9520000;9529999;10000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан
901;9540000;9541407;1408;ООО "Т2 Мобайл";Пермский край
901;9541408;9541408;1;ООО "Т2 Мобайл";Пермский край
901;9541409;9559999;18591;ООО "Т2 Мобайл";Пермский край
901;9560000;9569999;10000;ООО "Т2 Мобайл";Омская обл.
901;9570000;9579999;10000;ООО "Т2 Мобайл";Удмуртская Республика
901;9580000;9589999;10000;АО "АПЕКС";Челябинская обл.
901;9610000;9619999;10000;ООО "Т2 Мобайл";Республика Коми
901;9620000;9629999;10000;ООО "Т2 Мобайл";Республика Карелия
901;9630000;9639999;10000;ООО "Т2 Мобайл";Калининградская обл.
901;9640000;9649999;10000;ООО "Т2 Мобайл";Новгородская обл.
901;9650000;9659999;10000;ООО "Т2 Мобайл";Вологодская обл.
901;9660000;9669999;10000;ООО "Т2 Мобайл";Архангельская область * Ненецкий автономный округ
901;9670000;9679999;10000;ООО "Т2 Мобайл";Псковская обл.
901;9680000;9689999;10000;ООО "Т2 Мобайл";Мурманская обл.
901;9690000;9699999;10000;ООО "Т2 Мобайл";Вологодская обл.
901;9700000;9739999;40000;ООО "Т2 Мобайл";г. Санкт-Петербург * Ленинградская область
901;9740000;9749999;10000;ООО "Т2 Мобайл";Калининградская обл.
901;9750000;9799999;50000;ООО "Т2 Мобайл";г. Санкт-Петербург * Ленинградская область
901;9810000;9819999;10000;ООО "Т2 Мобайл";Рязанская обл.
901;9820000;9839999;20000;ООО "Т2 Мобайл";г. Москва и Московская область
901;9840000;9849999;10000;ООО "Т2 Мобайл";Орловская обл.
901;9850000;9869999;20000;ООО "Т2 Мобайл";Ярославская обл.
901;9870000;9879999;10000;ООО "Т2 Мобайл";Смоленская обл.
901;9880000;9889999;10000;ООО "Т2 Мобайл";Тверская обл.
901;9890000;9899999;10000;ООО "Т2 Мобайл";Тамбовская обл.
901;9900000;9909999;10000;ООО "Т2 Мобайл";Белгородская обл.
901;9910000;9919999;10000;ООО "Т2 Мобайл";Брянская обл.
901;9920000;9929999;10000;ООО "Т2 Мобайл";Владимирская обл.
901;9930000;9939999;10000;ООО "Т2 Мобайл";Воронежская обл.
901;9940000;9949999;10000;ООО "Т2 Мобайл";Ярославская обл.
901;9950000;9959999;10000;ООО "Т2 Мобайл";Калужская обл.
901;9960000;9969999;10000;ООО "Т2 Мобайл";Курская обл.
901;9970000;9979999;10000;ООО "Т2 Мобайл";Ярославская обл.
901;9980000;9989999;10000;ООО "Т2 Мобайл";Тульская обл.
901;9990000;9999999;10000;ООО "Т2 Мобайл";Ярославская обл.
902;0000000;0099999;100000;ООО "Т2 Мобайл";Ульяновская обл.
902;0100000;0149999;50000;ООО "Т2 Мобайл";Республика Хакасия
902;0150000;0199999;50000;ООО "Т2 Мобайл";Республика Марий Эл
902;0200000;0214999;15000;ПАО "Ростелеком";Курганская обл.
902;0215000;0289999;75000;ПАО "Ростелеком";Челябинская обл.
902;0290000;0299999;10000;ПАО "Ростелеком";Ханты-Мансийский АО - Югра
902;0300000;0314999;15000;ПАО "Ростелеком";Пермский край
902;0315000;0324999;10000;ПАО "Ростелеком";Тюменская обл.
902;0325000;0328999;4000;ПАО "Ростелеком";Ямало-Ненецкий АО
902;0329000;0339999;11000;ПАО "Ростелеком";Вологодская обл.
902;0340000;0350999;11000;ПАО "Ростелеком";Республика Карелия
902;0351000;0368999;18000;ПАО "Ростелеком";Мурманская обл.
902;0369000;0379999;11000;ПАО "Ростелеком";Калининградская обл.
902;0380000;0388999;9000;ПАО "Ростелеком";Псковская обл.
902;0389000;0399999;11000;ПАО "Ростелеком";Новгородская обл.
902;0400000;0499999;100000;ООО "Т2 Мобайл";Саратовская обл.
902;0500000;0799999;300000;ПАО "Вымпел-Коммуникации";Приморский край
902;0800000;0899999;100000;ПАО "Мобильные ТелеСистемы";Пензенская обл.
902;0900000;0999999;100000;ООО "Т2 Мобайл";Волгоградская обл.
902;1000000;1099999;100000;ООО "Т2 Мобайл";Республика Марий Эл
902;1100000;1199999;100000;ПАО "МегаФон";Астраханская обл.
902;1200000;1239999;40000;ООО "Т2 Мобайл";Ульяновская обл.
902;1240000;1249999;10000;ООО "Т2 Мобайл";Республика Марий Эл
902;1250000;1299999;50000;ООО "Т2 Мобайл";Ульяновская обл.
902;1300000;1399999;100000;ООО "Т2 Мобайл";Мурманская обл.
902;1400000;1469999;70000;ООО "Т2 Мобайл";Алтайский край
902;1470000;1499999;30000;ООО "Т2 Мобайл";Новгородская обл.
902;1500000;1519999;20000;ООО "Т2 Мобайл";Свердловская обл.
902;1520000;1549999;30000;ООО "Т2 Мобайл";Самарская обл.
902;1550000;1569999;20000;ООО "Т2 Мобайл";Свердловская обл.
902;1570000;1599999;30000;ООО "Т2 Мобайл";Самарская обл.
902;1600000;1699999;100000;ООО "Т2 Мобайл";Республика Бурятия
902;1700000;1799999;100000;ООО "Т2 Мобайл";Иркутская обл.
902;1800000;1849999;50000;ООО "Т2 Мобайл";Самарская обл.
902;1850000;1879999;30000;ООО "Т2 Мобайл";Самарская обл.
902;1880000;1889999;10000;ООО "Т2 Мобайл";Свердловская обл.
902;1890000;1899999;10000;ООО "Т2 Мобайл";Самарская обл.
902;1900000;1999999;100000;ООО "Т2 Мобайл";Архангельская обл.
902;2000000;2009999;10000;ПАО "Мобильные ТелеСистемы";Пензенская обл.
902;2010000;2019999;10000;АО "Теле2-Санкт-Петербург";г. Санкт-Петербург * Ленинградская область
902;2020000;2029999;10000;АО "Теле2-Санкт-Петербург";г. Санкт-Петербург * Ленинградская область
902;2030000;2099999;70000;ПАО "Мобильные ТелеСистемы";Пензенская обл.
902;2100000;2199999;100000;ООО "Т2 Мобайл";Ульяновская обл.
902;2200000;2299999;100000;ПАО "МегаФон";Ярославская обл.
902;2300000;2349999;50000;ООО "Т2 Мобайл";Республика Мордовия
902;2350000;2399999;50000;ООО "Т2 Мобайл";Самарская обл.
902;2400000;2409999;10000;ПАО "МегаФон";Чувашская Республика
902;2410000;2439999;30000;ПАО "Мобильные ТелеСистемы";Ивановская обл.
902;2440000;2469999;30000;ООО "Т2 Мобайл";Ульяновская обл.
902;2470000;2489999;20000;ООО "Т2 Мобайл";Оренбургская обл.
902;2490000;2499999;10000;ПАО "МегаФон";Чувашская Республика
902;2500000;2529999;30000;ООО "Т2 Мобайл";Калининградская обл.
902;2530000;2799999;270000;ООО "Т2 Мобайл";Свердловская обл.
902;2800000;2809999;10000;ООО "Т2 Мобайл";Самарская обл.
902;2810000;2829999;20000;ООО "Т2 Мобайл";Мурманская обл.
902;2830000;2849999;20000;ООО "Т2 Мобайл";Новгородская обл.
902;2850000;2869999;20000;ООО "Т2 Мобайл";Архангельская обл.
902;2870000;2889999;20000;ООО "Т2 Мобайл";Чувашская Республика - Чувашия
902;2890000;2899999;10000;ООО "Т2 Мобайл";Самарская обл.
902;2900000;2999999;100000;ПАО "МегаФон";Самарская обл.
902;3000000;3099999;100000;ООО "Т2 Мобайл";Нижегородская обл.
902;3100000;3149999;50000;ООО "Т2 Мобайл";Волгоградская обл.
902;3150000;3199999;50000;ПАО "Мобильные ТелеСистемы";Ивановская обл.
902;3200000;3249999;50000;ПАО "МегаФон";Самарская обл.
902;3250000;3269999;20000;ООО "Т2 Мобайл";Республика Марий Эл
902;3270000;3289999;20000;ПАО "МегаФон";Чувашская Республика
902;3290000;3299999;10000;ООО "Т2 Мобайл";Республика Марий Эл
902;3300000;3349999;50000;ПАО "МегаФон";Ярославская обл.
902;3350000;3399999;50000;ПАО "МегаФон";Самарская обл.
902;3400000;3499999;100000;ПАО "Мобильные ТелеСистемы";Пензенская обл.
902;3500000;3519999;20000;ПАО "МегаФон";Астраханская обл.
902;3520000;3549999;30000;ПАО "Мобильные ТелеСистемы";Пензенская обл.
902;3550000;3579999;30000;ООО "Т2 Мобайл";Ульяновская обл.
902;3580000;3589999;10000;ООО "Т2 Мобайл";Республика Марий Эл
902;3590000;3599999;10000;ПАО "МегаФон";Чувашская Республика
902;3600000;3649999;50000;ООО "Т2 Мобайл";Волгоградская обл.
902;3650000;3669999;20000;ООО "Т2 Мобайл";Оренбургская обл.
